"Date"	"Lineage"	"Frequency"	"% Frequency"
2022-04-04	"BA.4"	0	"0%"
2022-04-04	"BA.4.1"	1	"100%"
2022-04-04	"BA.4.1.1"	0	"0%"
2022-04-04	"BA.4.1.10"	0	"0%"
2022-04-04	"BA.4.1.3"	0	"0%"
2022-04-04	"BA.4.1.4"	0	"0%"
2022-04-04	"BA.4.1.5"	0	"0%"
2022-04-04	"BA.4.1.6"	0	"0%"
2022-04-04	"BA.4.1.8"	0	"0%"
2022-04-04	"BA.4.1.9"	0	"0%"
2022-04-04	"BA.4.2"	0	"0%"
2022-04-04	"BA.4.3"	0	"0%"
2022-04-04	"BA.4.4"	0	"0%"
2022-04-04	"BA.4.5"	0	"0%"
2022-04-04	"BA.4.6"	0	"0%"
2022-04-04	"BA.4.6.1"	0	"0%"
2022-04-04	"BA.4.6.2"	0	"0%"
2022-04-04	"BA.4.6.3"	0	"0%"
2022-04-04	"BA.4.6.4"	0	"0%"
2022-04-04	"BA.4.6.5"	0	"0%"
2022-04-04	"BA.4.7"	0	"0%"
2022-04-04	"BA.4.8"	0	"0%"
2022-04-04	"DC.1"	0	"0%"
2022-04-18	"BA.4"	1	"17%"
2022-04-18	"BA.4.1"	5	"83%"
2022-04-18	"BA.4.1.1"	0	"0%"
2022-04-18	"BA.4.1.10"	0	"0%"
2022-04-18	"BA.4.1.3"	0	"0%"
2022-04-18	"BA.4.1.4"	0	"0%"
2022-04-18	"BA.4.1.5"	0	"0%"
2022-04-18	"BA.4.1.6"	0	"0%"
2022-04-18	"BA.4.1.8"	0	"0%"
2022-04-18	"BA.4.1.9"	0	"0%"
2022-04-18	"BA.4.2"	0	"0%"
2022-04-18	"BA.4.3"	0	"0%"
2022-04-18	"BA.4.4"	0	"0%"
2022-04-18	"BA.4.5"	0	"0%"
2022-04-18	"BA.4.6"	0	"0%"
2022-04-18	"BA.4.6.1"	0	"0%"
2022-04-18	"BA.4.6.2"	0	"0%"
2022-04-18	"BA.4.6.3"	0	"0%"
2022-04-18	"BA.4.6.4"	0	"0%"
2022-04-18	"BA.4.6.5"	0	"0%"
2022-04-18	"BA.4.7"	0	"0%"
2022-04-18	"BA.4.8"	0	"0%"
2022-04-18	"DC.1"	0	"0%"
2022-04-25	"BA.4"	1	"12%"
2022-04-25	"BA.4.1"	6	"75%"
2022-04-25	"BA.4.1.1"	0	"0%"
2022-04-25	"BA.4.1.10"	0	"0%"
